Specification,NetworkFile,Epsilon,Delta,TimeTaken,Counterexample,FairRegion,FairRegionPercent,DebugCurRegion,JSMADimension,DeepimportanceDimension
CEGFA,../../networks/japanese/rq2/japanese_exp5_3_10_fc.onnx,,,42.519994497299194,[],"[[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [-1, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]], [[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]]",0.16666666666666666,"[[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp5_3_10_fc.onnx,,,43.80920147895813,[],"[[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [-1, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]], [[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]]",0.16666666666666666,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 0.5], [0, 1], [0, 1, 2], [0, 1], [0, 0.5]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp5_3_10_fc.onnx,,,45.08424162864685,[],"[[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [-1, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]], [[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]]",0.16666666666666666,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0.5, 1], [0, 1], [0, 1, 2], [0, 1], [0, 0.5]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp5_3_10_fc.onnx,,,46.32321548461914,[],"[[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [-1, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]], [[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]]",0.16666666666666666,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 0.5]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp5_3_10_fc.onnx,,,47.59591221809387,[],"[[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [-1, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]], [[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]]",0.16666666666666666,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0.5, 0.75]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp5_3_10_fc.onnx,,,49.00154733657837,[],"[[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [-1, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]], [[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]]",0.16666666666666666,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0.75, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp5_3_10_fc.onnx,,,50.39985418319702,[],"[[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [-1, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]], [[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]]",0.16666666666666666,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0.5, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp5_3_10_fc.onnx,,,51.83506631851196,[],"[[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [-1, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]], [[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]]",0.16666666666666666,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp5_3_10_fc.onnx,,,53.11087346076965,[],"[[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [-1, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]], [[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]]",0.16666666666666666,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0.5, 1], [0, 1]]",,12
CEGFA,../../networks/japanese/rq2/japanese_exp5_3_10_fc.onnx,,,54.427016258239746,[],"[[[0, 1], [0, 1], [0, 0.5], [0, 1, 2], [0, 1, 2], [0, 1], [-1, 1], [0, 1], [0, 1], [0, 1], [-1, -1, 2], [0, 1], [0, 1]], [[0, 1], [0, 1], [0.5, 1], [0, 1, 2], [-1, -1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 0.5], [0, 1]]]",0.16666666666666666,"[[0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1, 2], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1, 2], [0, 1], [0, 1]]",,12
